Point	Ba_at	Zr_at	Y_at	Co_at	Fe_at
64	0.49604529	0.062894307	-0.0040732925	0.28282976	0.16230391
65	0.49513808	0.057522409	-0.0040732925	0.29367733	0.15773547
66	0.49064252	0.05846934	-0.0040640947	0.29497105	0.15998118
67	0.49964666	0.064658314	-0.0040732925	0.19595356	0.24381475
68	0.49816555	0.065233581	-0.0040732925	0.20540912	0.23526505
69	0.4982006	0.066028327	-0.0040732925	0.21648951	0.22335485
70	0.49618343	0.064951628	-0.0040732925	0.22834915	0.21458909
71	0.49630386	0.06265565	-0.0040732925	0.23990421	0.20520958
72	0.49664062	0.063899077	-0.0040732925	0.25072724	0.19280635
73	0.49646908	0.060769342	-0.0040732925	0.26246929	0.18436559
74	0.49464136	0.062067378	-0.0040732925	0.2722851	0.17507946
75	0.49198753	0.060132924	-0.0040732925	0.28302559	0.16892724
76	0.49200439	0.060019735	-0.0040732929	0.29108471	0.16096447
77	0.4883115	0.06117836	-0.0040648971	0.29179069	0.16278432
78	0.49964666	0.064658314	-0.0040732925	0.19595356	0.24381475
79	0.49816555	0.065233581	-0.0040732925	0.20540912	0.23526505
80	0.4982006	0.066028327	-0.0040732925	0.21648951	0.22335485
81	0.49618343	0.064951628	-0.0040732925	0.22834915	0.21458909
82	0.49630386	0.06265565	-0.0040732925	0.23990421	0.20520958
83	0.49664062	0.063899077	-0.0040732925	0.25072724	0.19280635
84	0.49646908	0.060769342	-0.0040732925	0.26246929	0.18436559
85	0.49464136	0.062067378	-0.0040732925	0.2722851	0.17507946
86	0.49198753	0.060132924	-0.0040732925	0.28302559	0.16892724
87	0.49200439	0.060019735	-0.0040732929	0.29108471	0.16096447
88	0.4883115	0.06117836	-0.0040648971	0.29179069	0.16278432
89	0.49964666	0.064658314	-0.0040732925	0.19595356	0.24381475
90	0.49816555	0.065233581	-0.0040732925	0.20540912	0.23526505
91	0.4982006	0.066028327	-0.0040732925	0.21648951	0.22335485
92	0.49618343	0.064951628	-0.0040732925	0.22834915	0.21458909
93	0.49630386	0.06265565	-0.0040732925	0.23990421	0.20520958
94	0.49664062	0.063899077	-0.0040732925	0.25072724	0.19280635
95	0.49646908	0.060769342	-0.0040732925	0.26246929	0.18436559
96	0.49464136	0.062067378	-0.0040732925	0.2722851	0.17507946
97	0.49198753	0.060132924	-0.0040732925	0.28302559	0.16892724
98	0.49200439	0.060019735	-0.0040732929	0.29108471	0.16096447
99	0.4883115	0.06117836	-0.0040648971	0.29179069	0.16278432
100	0.49241418	0.067536488	0	0.19809799	0.24195133
101	0.4919636	0.06416218	0	0.20834023	0.235534
102	0.49173585	0.067782559	0	0.21647897	0.22400263
103	0.49158415	0.063922666	0	0.22785062	0.21664254
104	0.49109128	0.064801909	0	0.23671989	0.2073869
105	0.49193966	0.063135572	0	0.24837449	0.19655028
106	0.49005464	0.062014289	0	0.25844082	0.18949026
107	0.4899165	0.063993447	0	0.26759547	0.17849459
108	0.48689523	0.063509554	0	0.27647981	0.1731154
109	0.48727292	0.060738564	0	0.28276479	0.16922374
110	0.48083499	0.061067447	1.7094153e-05	0.28591737	0.17216311
111	0.49176738	0.06762784	0	0.19916452	0.24144025
112	0.49183419	0.062217001	0	0.20991208	0.23603672
113	0.49146923	0.067309685	0	0.21664385	0.22457723
114	0.49226332	0.061993577	0	0.2278887	0.2178544
115	0.49145299	0.06449952	0	0.23548394	0.20856357
116	0.49257401	0.061332684	0	0.24768505	0.19840826
117	0.48979336	0.06121958	0	0.25700447	0.19198258
118	0.49051535	0.063561536	0	0.26592255	0.18000054
119	0.48727408	0.063821346	0	0.27395919	0.17494537
120	0.48785114	0.059669372	0	0.2793946	0.1730849
121	0.47995156	0.059574991	1.7094153e-05	0.28383088	0.17662548
122	0.49412119	0.066478796	-0.001791489	0.19958518	0.2416063
123	0.49439636	0.060201958	-0.001791489	0.21063185	0.23656133
124	0.49397305	0.065931298	-0.001791489	0.21685912	0.22502804
125	0.4951539	0.059982989	-0.001791489	0.22815381	0.21850079
126	0.49420884	0.063164391	-0.001791489	0.23530564	0.20911263
127	0.49544936	0.059366837	-0.001791489	0.24783541	0.19913986
128	0.4922843	0.05965744	-0.001791489	0.25693846	0.19291127
129	0.49335805	0.062166009	-0.001791489	0.26584148	0.18042594
130	0.48999944	0.062726691	-0.001791489	0.27360982	0.17545556
131	0.49066168	0.05798316	-0.001791489	0.27875286	0.1743938
132	0.48210439	0.057718124	-0.0017740872	0.28374413	0.17820744
