FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Cubic lattice constant ($\r{A}$),PROPERTY: FWHM of 110 peak ($\degree$),PROPERTY: FWHM of 111 peak ($\degree$),PROPERTY: Max intensity of 110 peak (counts),PROPERTY: Max intensity of 111 peak (counts),PROPERTY: Position of 110 peak ($\degree$),PROPERTY: Position of 111 peak ($\degree$),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency,PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle,PREPARATION STEP DETAIL: BZC91 Substrate Angle,PREPARATION STEP DETAIL: BZF19 Substrate Angle,PREPARATION STEP DETAIL: BZY82 Substrate Angle,PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle,PREPARATION STEP DETAIL: BZYF631 Substrate Angle,PREPARATION STEP DETAIL: B12ZY82 Substrate Angle
Ba1.0O3,01332,13,2,2,4.1030269,0.50095683,0.40887412,3276.4302,1274.7264,30.781475,37.899665999999996,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,20_Oct_2017,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,345.0,10,50.0,SiO2,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01332,14,2,3,4.1020575,0.49506438,0.43574405,3610.0608,1147.5026,30.788929,37.928814,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,20_Oct_2017,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,345.0,10,50.0,SiO2,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01332,15,2,4,4.099423900000001,0.49613041,0.42473319,3731.7368,1189.8312,30.809202000000003,37.950027,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,20_Oct_2017,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,345.0,10,50.0,SiO2,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01332,16,2,5,4.099844,0.48894724,0.44011414,3903.1675,1128.8789,30.805965000000004,37.942223,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,20_Oct_2017,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,345.0,10,50.0,SiO2,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01332,17,2,6,4.1035233,0.4941133,0.4347803,3984.134,1289.0558,30.777662,37.907806,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,20_Oct_2017,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,345.0,10,50.0,SiO2,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01332,18,2,7,4.1020712999999995,0.52395004,0.40020216,3786.6245,1601.4775,30.788826,37.902297999999995,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,20_Oct_2017,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,345.0,10,50.0,SiO2,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01332,19,2,8,4.102046,0.52094358,0.40895729999999997,3795.4363,1483.2917,30.789019,37.900967,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,20_Oct_2017,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,345.0,10,50.0,SiO2,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01332,20,2,9,4.0996189,0.55303568,0.43353519,3461.2158,1421.2891,30.807699,37.920803,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,20_Oct_2017,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,345.0,10,50.0,SiO2,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01332,21,2,10,4.0999646,0.53707039,0.43111482,3377.1641,1319.9802,30.805038,37.92054,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,20_Oct_2017,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,345.0,10,50.0,SiO2,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01332,22,2,11,4.099925,0.52250087,0.45194417,3149.8386,1068.769,30.805342,37.919655,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,20_Oct_2017,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,345.0,10,50.0,SiO2,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01332,23,3,1,4.1099968,0.5056088,0.42552170000000006,2940.5369,1088.9427,30.727984999999997,37.846061999999996,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,20_Oct_2017,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,345.0,10,50.0,SiO2,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01332,24,3,2,4.1116676,0.49891677,0.43995446,3285.8103,1146.9813,30.715193,37.827881,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,20_Oct_2017,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,345.0,10,50.0,SiO2,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01332,25,3,3,4.111890799999999,0.49858868,0.40838122,3580.3418,1163.3987,30.713484,37.837996999999994,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,20_Oct_2017,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,345.0,10,50.0,SiO2,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01332,26,3,4,4.1103635,0.48593819,0.43334401,3815.2090000000003,1129.3198,30.725179999999998,37.847668,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,20_Oct_2017,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,345.0,10,50.0,SiO2,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01332,27,3,5,4.11306,0.49373218,0.42614633,3942.5879,1239.3254,30.704538,37.823505,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,20_Oct_2017,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,345.0,10,50.0,SiO2,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01332,28,3,6,4.1142011,0.52389055,0.43771052,3848.3533,1444.2963,30.695812,37.791443,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,20_Oct_2017,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,345.0,10,50.0,SiO2,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01332,29,3,7,4.1133642,0.51786596,0.42088401,3767.9583,1360.2897,30.702209000000003,37.787827,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,20_Oct_2017,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,345.0,10,50.0,SiO2,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01332,30,3,8,4.1124883,0.5191201,0.43635789,3753.2876,1322.3151,30.708909999999996,37.796135,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,20_Oct_2017,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,345.0,10,50.0,SiO2,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01332,31,3,9,4.1098089,0.52357662,0.42379841,3806.9309,1283.6588,30.729425,37.813709,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,20_Oct_2017,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,345.0,10,50.0,SiO2,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01332,32,3,10,4.111680000000001,0.5060454000000001,0.41714543,3567.429,1172.0134,30.715096999999997,37.807171000000004,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,20_Oct_2017,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,345.0,10,50.0,SiO2,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01332,33,3,11,4.112299,0.50436896,0.45215824,3307.9604,947.7533599999999,30.710358000000003,37.804897,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,20_Oct_2017,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,345.0,10,50.0,SiO2,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01332,34,4,1,4.1162128,0.48913929,0.45102641,2507.8052,698.82111,30.680441,37.781971,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,20_Oct_2017,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,345.0,10,50.0,SiO2,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01332,35,4,2,4.1171308,0.49268368,0.43857461,2813.2683,819.97009,30.673431,37.781925,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,20_Oct_2017,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,345.0,10,50.0,SiO2,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01332,36,4,3,4.1189375,0.49249259,0.44528696,3096.8999,873.41089,30.659646999999996,37.758922999999996,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,20_Oct_2017,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,345.0,10,50.0,SiO2,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01332,37,4,4,4.1208086,0.47916844,0.44529143,3398.5562,939.04395,30.645386,37.735134,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,20_Oct_2017,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,345.0,10,50.0,SiO2,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01332,38,4,5,4.1233382,0.48794717,0.44651017,3435.6472,978.5374099999999,30.626123,37.713074,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,20_Oct_2017,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,345.0,10,50.0,SiO2,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01332,39,4,6,4.123558,0.47892663,0.40642107,3569.7068,1059.1709,30.624449,37.711964,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,20_Oct_2017,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,345.0,10,50.0,SiO2,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01332,40,4,7,4.12398,0.47496435,0.41533637,3645.0186,995.3784199999999,30.621239000000003,37.707916,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,20_Oct_2017,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,345.0,10,50.0,SiO2,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01332,41,4,8,4.1240506,0.47504717,0.43889290000000003,3632.2134,907.10089,30.620703000000002,37.713776,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,20_Oct_2017,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,345.0,10,50.0,SiO2,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01332,42,4,9,4.1240153,0.47158694,0.42030957,3480.9326,895.9022199999999,30.62097,37.709666999999996,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,20_Oct_2017,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,345.0,10,50.0,SiO2,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01332,43,4,10,4.1242061,0.46957868,0.41944215,3257.1292,803.5675,30.619518,37.706028,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,20_Oct_2017,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,345.0,10,50.0,SiO2,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
Ba1.0O3,01332,44,4,11,4.123943799999999,0.48152763,0.47396028,3025.9204,655.35596,30.621513,37.716049,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,20_Oct_2017,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,700.0,18.3,850,N,345.0,10,50.0,SiO2,20,0,37,0,0,24,0,27.0,0,0,240,0,0,120,0
