Point	Ba_at	Zr_at	Y_at	Co_at	Fe_at
95	0.46609795	0.18402052	0.05927198	0.14266869	0.14794087
96	0.46288341	0.18675326	0.061983127	0.13689749	0.15148272
97	0.46300849	0.18698673	0.063540876	0.13011722	0.15634668
98	0.46204647	0.18932347	0.063196085	0.12545761	0.15997636
99	0.45764425	0.18693331	0.066142917	0.12117425	0.16810526
100	0.48197266	0.1445823	0.037914205	0.20447554	0.13105531
101	0.47617772	0.15330726	0.043971144	0.19292422	0.13361967
102	0.47449192	0.16184771	0.048714176	0.18133993	0.13360627
103	0.46985409	0.16975257	0.053047579	0.16979916	0.1375466
104	0.46775454	0.1786176	0.056006603	0.15932319	0.13829806
105	0.46540973	0.18342979	0.060628839	0.14930849	0.14122315
106	0.46479595	0.18881217	0.063148141	0.14068383	0.14255992
107	0.4632405	0.19154875	0.064378232	0.13528405	0.14554845
108	0.46206114	0.19282123	0.067083977	0.12904035	0.14899331
109	0.46198404	0.19360331	0.066064239	0.12460926	0.15373915
110	0.45634395	0.19247881	0.069354884	0.11981238	0.16200997
111	0.48178014	0.14812364	0.039246984	0.199918	0.13093123
112	0.47529721	0.15716393	0.045118041	0.18930063	0.13312019
113	0.47520849	0.16532435	0.050667834	0.17735904	0.13144028
114	0.46949753	0.17339617	0.055842381	0.16625755	0.13500638
115	0.46584085	0.18444172	0.059449311	0.15554355	0.13472459
116	0.46478832	0.18791856	0.063052803	0.14677234	0.13746797
117	0.46357533	0.19330433	0.066782042	0.13882303	0.13751526
118	0.46357533	0.1960445	0.066623643	0.13377146	0.13998507
119	0.46117303	0.19829108	0.07040564	0.12803075	0.14209953
120	0.46192551	0.19761565	0.068753146	0.12381393	0.14789176
121	0.45512491	0.19767773	0.072366111	0.1185356	0.15629563
122	0.48158765	0.151665	0.040579762	0.19536045	0.13080713
123	0.4744167	0.16102061	0.046264939	0.18567705	0.13262072
124	0.47592503	0.16880098	0.052621499	0.17337818	0.12927432
125	0.46914098	0.17703976	0.058637179	0.16271593	0.13246617
126	0.46392712	0.19026586	0.06289202	0.1517639	0.1311511
127	0.46416691	0.19240734	0.065476775	0.14423621	0.13371277
128	0.46235475	0.19779649	0.070415944	0.13696222	0.13247061
129	0.46391013	0.20054027	0.068869054	0.13225885	0.13442168
130	0.46028486	0.20376092	0.073727302	0.12702116	0.13520575
131	0.46186697	0.20162801	0.071442038	0.1230186	0.14204437
132	0.45390588	0.20287664	0.07537733	0.11725885	0.1505813
