FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Cubic lattice constant ($\r{A}$),PROPERTY: FWHM of 110 peak ($\degree$),PROPERTY: FWHM of 111 peak ($\degree$),PROPERTY: Max intensity of 110 peak (counts),PROPERTY: Max intensity of 111 peak (counts),PROPERTY: Area of 110 peak,PROPERTY: Position of 110 peak ($\degree$),PROPERTY: Position of 111 peak ($\degree$),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency,PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle,PREPARATION STEP DETAIL: BZC91 Substrate Angle,PREPARATION STEP DETAIL: BZF19 Substrate Angle,PREPARATION STEP DETAIL: BZY82 Substrate Angle,PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle,PREPARATION STEP DETAIL: BZYF631 Substrate Angle,PREPARATION STEP DETAIL: B12ZY82 Substrate Angle
Ba1.0O3,01405,26,3,4,4.2246690000000005,0.83543557,,933.76135,,0,29.874205,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,22_Dec_2017,Pulsed Laser Deposition,B12ZY82,700.0,18.2,800,N,120.0,10,50.0,ITO/EXG,0,0,0,0,0,0,125.0,125.0,0,0,0,0,0,0,0/ 180/ 90/ 270
Ba1.0O3,01405,27,3,5,4.2328749000000006,0.825634,,759.4798599999999,,0,29.814945,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,22_Dec_2017,Pulsed Laser Deposition,B12ZY82,700.0,18.2,800,N,120.0,10,50.0,ITO/EXG,0,0,0,0,0,0,125.0,125.0,0,0,0,0,0,0,0/ 180/ 90/ 270
Ba1.0O3,01405,28,3,6,4.2311654,0.87520027,,641.79535,,0,29.827271000000003,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,22_Dec_2017,Pulsed Laser Deposition,B12ZY82,700.0,18.2,800,N,120.0,10,50.0,ITO/EXG,0,0,0,0,0,0,125.0,125.0,0,0,0,0,0,0,0/ 180/ 90/ 270
Ba1.0O3,01405,29,3,7,4.2275472,0.84608912,,835.4577,,0,29.853392,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,22_Dec_2017,Pulsed Laser Deposition,B12ZY82,700.0,18.2,800,N,120.0,10,50.0,ITO/EXG,0,0,0,0,0,0,125.0,125.0,0,0,0,0,0,0,0/ 180/ 90/ 270
Ba1.0O3,01405,30,3,8,4.219029900000001,0.8315171,,1050.4108,,0,29.915064,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,22_Dec_2017,Pulsed Laser Deposition,B12ZY82,700.0,18.2,800,N,120.0,10,50.0,ITO/EXG,0,0,0,0,0,0,125.0,125.0,0,0,0,0,0,0,0/ 180/ 90/ 270
Ba1.0O3,01405,31,3,9,4.208531400000001,0.83766961,,1467.8829,,0,29.99144,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,22_Dec_2017,Pulsed Laser Deposition,B12ZY82,700.0,18.2,800,N,120.0,10,50.0,ITO/EXG,0,0,0,0,0,0,125.0,125.0,0,0,0,0,0,0,0/ 180/ 90/ 270
Ba1.0O3,01405,32,3,10,,,,,,0,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,22_Dec_2017,Pulsed Laser Deposition,B12ZY82,700.0,18.2,800,N,120.0,10,50.0,ITO/EXG,0,0,0,0,0,0,125.0,125.0,0,0,0,0,0,0,0/ 180/ 90/ 270
Ba1.0O3,01405,33,3,11,,,,,,0,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,22_Dec_2017,Pulsed Laser Deposition,B12ZY82,700.0,18.2,800,N,120.0,10,50.0,ITO/EXG,0,0,0,0,0,0,125.0,125.0,0,0,0,0,0,0,0/ 180/ 90/ 270
Ba1.0O3,01405,34,4,1,,,0.40109336,,667.72473,0,,37.018921,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,22_Dec_2017,Pulsed Laser Deposition,B12ZY82,700.0,18.2,800,N,120.0,10,50.0,ITO/EXG,0,0,0,0,0,0,125.0,125.0,0,0,0,0,0,0,0/ 180/ 90/ 270
Ba1.0O3,01405,35,4,2,,,0.44057816,,525.23016,0,,37.025627,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,22_Dec_2017,Pulsed Laser Deposition,B12ZY82,700.0,18.2,800,N,120.0,10,50.0,ITO/EXG,0,0,0,0,0,0,125.0,125.0,0,0,0,0,0,0,0/ 180/ 90/ 270
Ba1.0O3,01405,36,4,3,,,,,,0,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,22_Dec_2017,Pulsed Laser Deposition,B12ZY82,700.0,18.2,800,N,120.0,10,50.0,ITO/EXG,0,0,0,0,0,0,125.0,125.0,0,0,0,0,0,0,0/ 180/ 90/ 270
Ba1.0O3,01405,37,4,4,,,,,,0,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,22_Dec_2017,Pulsed Laser Deposition,B12ZY82,700.0,18.2,800,N,120.0,10,50.0,ITO/EXG,0,0,0,0,0,0,125.0,125.0,0,0,0,0,0,0,0/ 180/ 90/ 270
Ba1.0O3,01405,38,4,5,,,,,,0,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,22_Dec_2017,Pulsed Laser Deposition,B12ZY82,700.0,18.2,800,N,120.0,10,50.0,ITO/EXG,0,0,0,0,0,0,125.0,125.0,0,0,0,0,0,0,0/ 180/ 90/ 270
Ba1.0O3,01405,39,4,6,,,,,,0,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,22_Dec_2017,Pulsed Laser Deposition,B12ZY82,700.0,18.2,800,N,120.0,10,50.0,ITO/EXG,0,0,0,0,0,0,125.0,125.0,0,0,0,0,0,0,0/ 180/ 90/ 270
Ba1.0O3,01405,40,4,7,,,,,,0,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,22_Dec_2017,Pulsed Laser Deposition,B12ZY82,700.0,18.2,800,N,120.0,10,50.0,ITO/EXG,0,0,0,0,0,0,125.0,125.0,0,0,0,0,0,0,0/ 180/ 90/ 270
Ba1.0O3,01405,41,4,8,,,,,,0,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,22_Dec_2017,Pulsed Laser Deposition,B12ZY82,700.0,18.2,800,N,120.0,10,50.0,ITO/EXG,0,0,0,0,0,0,125.0,125.0,0,0,0,0,0,0,0/ 180/ 90/ 270
Ba1.0O3,01405,42,4,9,,,,,,0,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,22_Dec_2017,Pulsed Laser Deposition,B12ZY82,700.0,18.2,800,N,120.0,10,50.0,ITO/EXG,0,0,0,0,0,0,125.0,125.0,0,0,0,0,0,0,0/ 180/ 90/ 270
Ba1.0O3,01405,43,4,10,,,,,,0,,,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,22_Dec_2017,Pulsed Laser Deposition,B12ZY82,700.0,18.2,800,N,120.0,10,50.0,ITO/EXG,0,0,0,0,0,0,125.0,125.0,0,0,0,0,0,0,0/ 180/ 90/ 270
Ba1.0O3,01405,44,4,11,,,0.42433718,,501.49023,0,,37.034855,0.89,2.15,1.49,137.327,0.0,0.0,0.0,0.0,inf,inf,inf,inf,inf,22_Dec_2017,Pulsed Laser Deposition,B12ZY82,700.0,18.2,800,N,120.0,10,50.0,ITO/EXG,0,0,0,0,0,0,125.0,125.0,0,0,0,0,0,0,0/ 180/ 90/ 270
