Point	Ba_at	Zr_at	Y_at	Co_at	Fe_at
64	0.44873366	0.44759232	0.080265969	0.0060463301	0.01736171
65	0.44059899	0.43706748	0.091300018	0.0072588618	0.023774661
66	0.45147416	0.42597118	0.089031376	0.0042022122	0.029321074
67	0.45573071	0.48048678	0.046338256	0.010347832	0.0070964014
68	0.45382956	0.47770622	0.051144294	0.0094704963	0.0078494083
69	0.45020133	0.47606874	0.055714756	0.0094890855	0.008526084
70	0.44304499	0.46785957	0.061992869	0.013749553	0.013353022
71	0.44761714	0.46476662	0.066590093	0.0085621178	0.012464028
72	0.44742459	0.46088603	0.069702409	0.0080895182	0.013897435
73	0.447007	0.45189968	0.078922041	0.0069269221	0.015244367
74	0.44616666	0.44486424	0.085622117	0.0060847378	0.017262245
75	0.44454673	0.43880823	0.090580799	0.0064122262	0.019652003
76	0.44150588	0.43321669	0.093270123	0.0073426194	0.024664693
77	0.4442167	0.42349139	0.098366819	0.0036945762	0.030230513
78	0.45457107	0.47921488	0.047035053	0.011207833	0.0079711452
79	0.45267853	0.47644693	0.051819298	0.010334475	0.0087207379
80	0.44906679	0.47481686	0.056369033	0.01035298	0.0093943458
81	0.44490916	0.46365905	0.063987136	0.013403297	0.014041361
82	0.44675463	0.46384439	0.067054786	0.0092289401	0.013117259
83	0.44656274	0.45997733	0.070156269	0.008757988	0.014545674
84	0.44614661	0.45102227	0.079343781	0.0075994409	0.015887914
85	0.44530922	0.4440113	0.086020522	0.0067601907	0.017898763
86	0.44369492	0.43797639	0.090961933	0.0070865382	0.020280199
87	0.44235608	0.42960659	0.095117107	0.007421142	0.025499098
88	0.44318306	0.42254549	0.098796971	0.0045254342	0.03094906
89	0.45349342	0.47803292	0.047682587	0.01200703	0.0087840436
90	0.4516089	0.47527668	0.052446581	0.011137368	0.0095304633
91	0.44801241	0.4736535	0.056977052	0.011155796	0.010201219
92	0.44677332	0.45945853	0.065981403	0.013057042	0.014729702
93	0.44589812	0.4629285	0.067516267	0.0098911338	0.013765956
94	0.4457069	0.45907488	0.070606977	0.0094218161	0.015189414
95	0.4452922	0.45015094	0.079762593	0.0082672909	0.016526992
96	0.44445771	0.44316432	0.086416163	0.0074309534	0.018530862
97	0.44284904	0.43715036	0.091340423	0.0077561685	0.020904031
98	0.44320625	0.42599648	0.096964084	0.007499665	0.026333502
99	0.44215813	0.42160752	0.099223502	0.0053492887	0.031661548
100	0.45588672	0.46252149	0.054244474	0.014653005	0.012694298
101	0.45303398	0.46216828	0.057186406	0.014058791	0.013552532
102	0.45189774	0.4601813	0.061066441	0.012723914	0.014130605
103	0.44876176	0.45497796	0.068108626	0.012687703	0.015463931
104	0.44735411	0.452683	0.071950413	0.011667342	0.01634514
105	0.44799519	0.44698805	0.076125354	0.010750542	0.018140867
106	0.44651631	0.4409779	0.083712228	0.0094617996	0.019331759
107	0.44575304	0.4344174	0.089479089	0.0094476193	0.020902861
108	0.44489628	0.4293946	0.093774371	0.008659767	0.023274971
109	0.44411314	0.42214569	0.098934196	0.0075834226	0.027223533
110	0.43587333	0.41355157	0.10641863	0.0087223118	0.035434168
111	0.45901722	0.45658192	0.05649792	0.014616159	0.013286773
112	0.45564896	0.45745018	0.058534041	0.014158406	0.014208406
113	0.45576185	0.45526165	0.062109858	0.012123218	0.014743423
114	0.45062596	0.45077744	0.070102893	0.012341447	0.016152272
115	0.44918305	0.44854394	0.073659278	0.011752735	0.016861012
116	0.4502573	0.44187078	0.078413427	0.010602138	0.018856362
117	0.44822407	0.43733278	0.085228577	0.0092364335	0.019978123
118	0.44749174	0.43095988	0.090566009	0.009649192	0.02133319
119	0.44702774	0.42643037	0.094548553	0.0082808658	0.023712471
120	0.44496334	0.41853559	0.10078117	0.0076619452	0.028057937
121	0.43391183	0.41056553	0.10960175	0.0094313556	0.036489528
122	0.46081042	0.4547537	0.057094418	0.014211376	0.013130106
123	0.4572295	0.45611081	0.05877367	0.01380707	0.014078957
124	0.45784068	0.45383731	0.062235717	0.011488381	0.014597934
125	0.45189658	0.44963038	0.070624679	0.011808516	0.016039856
126	0.45043659	0.44741666	0.07407476	0.011390666	0.016681323
127	0.45168582	0.44033945	0.079069838	0.010144431	0.018760461
128	0.44942731	0.43637887	0.085591644	0.0087451674	0.019857021
129	0.44870573	0.43006736	0.090769105	0.0093290173	0.021128807
130	0.44839734	0.42572498	0.094635338	0.007726375	0.023515953
131	0.4458178	0.41755608	0.10130879	0.0072885281	0.028028812
132	0.43362191	0.40981796	0.11068068	0.0093131196	0.036566298
